GasDate,FacilityName,FacilityId,FacilityType,Demand,Supply,TransferIn,TransferOut,HeldInStorage,State,LocationName,LocationId,Completeness,LastUpdated
01/02/2020,Eastern Gas Pipeline,520047,PIPE,80.933,0,0,0,,NSW,Sydney,520008,,2020-02-10T13:05:00+11:00
01/02/2020,Eastern Gas Pipeline,520047,PIPE,3.642,0,0,0,,NSW,Canberra,520009,,2020-02-10T13:05:00+11:00
01/02/2020,Eastern Gas Pipeline,520047,PIPE,0,210.008,0,27.084,,VIC,Longford Hub,530015,,2020-02-10T13:05:00+11:00
01/02/2020,Eastern Gas Pipeline,520047,PIPE,83.819,0,0,0,,NSW,Regional - NSW,590011,,2020-02-10T13:05:00+11:00
01/02/2020,Eastern Gas Pipeline,520047,PIPE,6.472,0,0,0,,VIC,Regional - VIC,590012,,2020-02-10T13:05:00+11:00
02/02/2020,Eastern Gas Pipeline,520047,PIPE,81.364,0,0,0,,NSW,Sydney,520008,,2020-02-10T12:02:55+11:00
02/02/2020,Eastern Gas Pipeline,520047,PIPE,3.564,0,0,0,,NSW,Canberra,520009,,2020-02-10T12:02:55+11:00
02/02/2020,Eastern Gas Pipeline,520047,PIPE,0,217.28,0,30.037,,VIC,Longford Hub,530015,,2020-02-10T12:02:55+11:00
02/02/2020,Eastern Gas Pipeline,520047,PIPE,54.32,0,0,28.028,,NSW,Regional - NSW,590011,,2020-02-10T12:02:55+11:00
02/02/2020,Eastern Gas Pipeline,520047,PIPE,1.552,0,0,0,,VIC,Regional - VIC,590012,,2020-02-10T12:02:55+11:00
03/02/2020,Eastern Gas Pipeline,520047,PIPE,79.018,0,0,0,,NSW,Sydney,520008,,2020-02-10T12:02:55+11:00
03/02/2020,Eastern Gas Pipeline,520047,PIPE,4.158,0,0,0,,NSW,Canberra,520009,,2020-02-10T12:02:55+11:00
03/02/2020,Eastern Gas Pipeline,520047,PIPE,0,166.792,0,24.822,,VIC,Longford Hub,530015,,2020-02-10T12:02:55+11:00
03/02/2020,Eastern Gas Pipeline,520047,PIPE,27.921,0,0,0,,NSW,Regional - NSW,590011,,2020-02-10T12:02:55+11:00
03/02/2020,Eastern Gas Pipeline,520047,PIPE,1.691,0,0,0,,VIC,Regional - VIC,590012,,2020-02-10T12:02:55+11:00
04/02/2020,Eastern Gas Pipeline,520047,PIPE,84.733,0,0,0,,NSW,Sydney,520008,,2020-02-10T12:02:55+11:00
04/02/2020,Eastern Gas Pipeline,520047,PIPE,4.285,0,0,0,,NSW,Canberra,520009,,2020-02-10T12:02:55+11:00
04/02/2020,Eastern Gas Pipeline,520047,PIPE,0,134.497,0,27.149,,VIC,Longford Hub,530015,,2020-02-10T12:02:55+11:00
04/02/2020,Eastern Gas Pipeline,520047,PIPE,8.472,0,0,0,,NSW,Regional - NSW,590011,,2020-02-10T12:02:55+11:00
04/02/2020,Eastern Gas Pipeline,520047,PIPE,3.188,0,0,0,,VIC,Regional - VIC,590012,,2020-02-10T12:02:55+11:00
05/02/2020,Eastern Gas Pipeline,520047,PIPE,93.135,0,0,0,,NSW,Sydney,520008,,2020-02-10T13:04:53+11:00
05/02/2020,Eastern Gas Pipeline,520047,PIPE,4.209,0,0,0,,NSW,Canberra,520009,,2020-02-10T13:04:53+11:00
05/02/2020,Eastern Gas Pipeline,520047,PIPE,0,146.389,0,30.755,,VIC,Longford Hub,530015,,2020-02-10T13:04:53+11:00
05/02/2020,Eastern Gas Pipeline,520047,PIPE,7.673,0,0,0,,NSW,Regional - NSW,590011,,2020-02-10T13:04:53+11:00
05/02/2020,Eastern Gas Pipeline,520047,PIPE,1.72,0,0,0,,VIC,Regional - VIC,590012,,2020-02-10T13:04:53+11:00
06/02/2020,Eastern Gas Pipeline,520047,PIPE,101.004,0,0,0,,NSW,Sydney,520008,,2020-02-10T12:02:55+11:00
06/02/2020,Eastern Gas Pipeline,520047,PIPE,4.078,0,0,0,,NSW,Canberra,520009,,2020-02-10T12:02:55+11:00
06/02/2020,Eastern Gas Pipeline,520047,PIPE,0,132.137,0,22.688,,VIC,Longford Hub,530015,,2020-02-10T12:02:55+11:00
06/02/2020,Eastern Gas Pipeline,520047,PIPE,7.655,0,0,0,,NSW,Regional - NSW,590011,,2020-02-10T12:02:55+11:00
06/02/2020,Eastern Gas Pipeline,520047,PIPE,2.66,0,0,0,,VIC,Regional - VIC,590012,,2020-02-10T12:02:55+11:00
07/02/2020,Eastern Gas Pipeline,520047,PIPE,117.467,0,0,0,,NSW,Sydney,520008,,2020-02-10T12:02:55+11:00
07/02/2020,Eastern Gas Pipeline,520047,PIPE,4.071,0,0,0,,NSW,Canberra,520009,,2020-02-10T12:02:55+11:00
07/02/2020,Eastern Gas Pipeline,520047,PIPE,0,162.847,0,27.997,,VIC,Longford Hub,530015,,2020-02-10T12:02:55+11:00
07/02/2020,Eastern Gas Pipeline,520047,PIPE,9.011,0,0,0,,NSW,Regional - NSW,590011,,2020-02-10T12:02:55+11:00
07/02/2020,Eastern Gas Pipeline,520047,PIPE,1.642,0,0,0,,VIC,Regional - VIC,590012,,2020-02-10T12:02:55+11:00
08/02/2020,Eastern Gas Pipeline,520047,PIPE,68.831,0,0,0,,NSW,Sydney,520008,,2020-02-10T12:02:55+11:00
08/02/2020,Eastern Gas Pipeline,520047,PIPE,3.654,0,0,0,,NSW,Canberra,520009,,2020-02-10T12:02:55+11:00
08/02/2020,Eastern Gas Pipeline,520047,PIPE,0,149.909,0,39.323,,VIC,Longford Hub,530015,,2020-02-10T12:02:55+11:00
08/02/2020,Eastern Gas Pipeline,520047,PIPE,9.877,0,0,0,,NSW,Regional - NSW,590011,,2020-02-10T12:02:55+11:00
08/02/2020,Eastern Gas Pipeline,520047,PIPE,1.551,0,0,0,,VIC,Regional - VIC,590012,,2020-02-10T12:02:55+11:00
09/02/2020,Eastern Gas Pipeline,520047,PIPE,84.75,0,0,0,,NSW,Sydney,520008,,2020-02-11T11:09:46+11:00
09/02/2020,Eastern Gas Pipeline,520047,PIPE,3.578,0,0,0,,NSW,Canberra,520009,,2020-02-11T11:09:46+11:00
09/02/2020,Eastern Gas Pipeline,520047,PIPE,0,129.379,0,17.506,,VIC,Longford Hub,530015,,2020-02-11T11:09:46+11:00
09/02/2020,Eastern Gas Pipeline,520047,PIPE,10.372,0,0,0,,NSW,Regional - NSW,590011,,2020-02-11T11:09:46+11:00
09/02/2020,Eastern Gas Pipeline,520047,PIPE,1.59,0,0,0,,VIC,Regional - VIC,590012,,2020-02-11T11:09:46+11:00
10/02/2020,Eastern Gas Pipeline,520047,PIPE,104.273,0,0,0,,NSW,Sydney,520008,,2020-02-12T11:00:39+11:00
10/02/2020,Eastern Gas Pipeline,520047,PIPE,4.114,0,0,0,,NSW,Canberra,520009,,2020-02-12T11:00:39+11:00
10/02/2020,Eastern Gas Pipeline,520047,PIPE,0,148.027,0,34.846,,VIC,Longford Hub,530015,,2020-02-12T11:00:39+11:00
10/02/2020,Eastern Gas Pipeline,520047,PIPE,26.809,0,0,0,,NSW,Regional - NSW,590011,,2020-02-12T11:00:39+11:00
10/02/2020,Eastern Gas Pipeline,520047,PIPE,2.219,0.011,0,0,,VIC,Regional - VIC,590012,,2020-02-12T11:00:39+11:00
11/02/2020,Eastern Gas Pipeline,520047,PIPE,102.001,0,0,0,,NSW,Sydney,520008,,2020-02-13T11:06:53+11:00
11/02/2020,Eastern Gas Pipeline,520047,PIPE,3.981,0,0,0,,NSW,Canberra,520009,,2020-02-13T11:06:53+11:00
11/02/2020,Eastern Gas Pipeline,520047,PIPE,0,158.769,0,46.293,,VIC,Longford Hub,530015,,2020-02-13T11:06:53+11:00
11/02/2020,Eastern Gas Pipeline,520047,PIPE,9.29,0,0,0,,NSW,Regional - NSW,590011,,2020-02-13T11:06:53+11:00
11/02/2020,Eastern Gas Pipeline,520047,PIPE,2.184,0,0,0,,VIC,Regional - VIC,590012,,2020-02-13T11:06:53+11:00
12/02/2020,Eastern Gas Pipeline,520047,PIPE,86.661,0,0,0,,NSW,Sydney,520008,,2020-02-13T11:07:08+11:00
12/02/2020,Eastern Gas Pipeline,520047,PIPE,4.173,0,0,0,,NSW,Canberra,520009,,2020-02-13T11:07:08+11:00
12/02/2020,Eastern Gas Pipeline,520047,PIPE,0,143.261,0,49.497,,VIC,Longford Hub,530015,,2020-02-13T11:07:08+11:00
12/02/2020,Eastern Gas Pipeline,520047,PIPE,9.153,0,0,0,,NSW,Regional - NSW,590011,,2020-02-13T11:07:08+11:00
12/02/2020,Eastern Gas Pipeline,520047,PIPE,2.214,0,0,0,,VIC,Regional - VIC,590012,,2020-02-13T11:07:08+11:00
13/02/2020,Eastern Gas Pipeline,520047,PIPE,73.984,0,0,0,,NSW,Sydney,520008,,2020-02-16T12:09:24+11:00
13/02/2020,Eastern Gas Pipeline,520047,PIPE,4.056,0,0,0,,NSW,Canberra,520009,,2020-02-16T12:09:24+11:00
13/02/2020,Eastern Gas Pipeline,520047,PIPE,0,126.096,0,32.573,,VIC,Longford Hub,530015,,2020-02-16T12:09:24+11:00
13/02/2020,Eastern Gas Pipeline,520047,PIPE,9.094,0,0,0,,NSW,Regional - NSW,590011,,2020-02-16T12:09:24+11:00
13/02/2020,Eastern Gas Pipeline,520047,PIPE,5.31,0,0,0,,VIC,Regional - VIC,590012,,2020-02-16T12:09:24+11:00
14/02/2020,Eastern Gas Pipeline,520047,PIPE,57.699,0,0,0,,NSW,Sydney,520008,,2020-02-15T11:06:54+11:00
14/02/2020,Eastern Gas Pipeline,520047,PIPE,3.938,0,0,0,,NSW,Canberra,520009,,2020-02-15T11:06:54+11:00
14/02/2020,Eastern Gas Pipeline,520047,PIPE,0,112.483,0,35.292,,VIC,Longford Hub,530015,,2020-02-15T11:06:54+11:00
14/02/2020,Eastern Gas Pipeline,520047,PIPE,9.704,0,0,0,,NSW,Regional - NSW,590011,,2020-02-15T11:06:54+11:00
14/02/2020,Eastern Gas Pipeline,520047,PIPE,8.239,0,0,0,,VIC,Regional - VIC,590012,,2020-02-15T11:06:54+11:00
15/02/2020,Eastern Gas Pipeline,520047,PIPE,61.55,0,0,0,,NSW,Sydney,520008,,2020-02-17T11:01:46+11:00
15/02/2020,Eastern Gas Pipeline,520047,PIPE,3.503,0,0,0,,NSW,Canberra,520009,,2020-02-17T11:01:46+11:00
15/02/2020,Eastern Gas Pipeline,520047,PIPE,0,142.655,0,53.15,,VIC,Longford Hub,530015,,2020-02-17T11:01:46+11:00
15/02/2020,Eastern Gas Pipeline,520047,PIPE,9.178,0,0,0,,NSW,Regional - NSW,590011,,2020-02-17T11:01:46+11:00
15/02/2020,Eastern Gas Pipeline,520047,PIPE,3.029,0,0,0,,VIC,Regional - VIC,590012,,2020-02-17T11:01:46+11:00
16/02/2020,Eastern Gas Pipeline,520047,PIPE,59.174,0,0,0,,NSW,Sydney,520008,,2020-02-27T09:03:55+11:00
16/02/2020,Eastern Gas Pipeline,520047,PIPE,3.513,0,0,0,,NSW,Canberra,520009,,2020-02-27T09:03:55+11:00
16/02/2020,Eastern Gas Pipeline,520047,PIPE,0,143.272,0,33.16,,VIC,Longford Hub,530015,,2020-02-27T09:03:55+11:00
16/02/2020,Eastern Gas Pipeline,520047,PIPE,44.722,0,0,0,,NSW,Regional - NSW,590011,,2020-02-27T09:03:55+11:00
16/02/2020,Eastern Gas Pipeline,520047,PIPE,2.256,0,0,0,,VIC,Regional - VIC,590012,,2020-02-27T09:03:55+11:00
17/02/2020,Eastern Gas Pipeline,520047,PIPE,83.076,0,0,0,,NSW,Sydney,520008,,2020-02-18T11:10:45+11:00
17/02/2020,Eastern Gas Pipeline,520047,PIPE,4.155,0,0,0,,NSW,Canberra,520009,,2020-02-18T11:10:45+11:00
17/02/2020,Eastern Gas Pipeline,520047,PIPE,0,202.753,0,37.239,,VIC,Longford Hub,530015,,2020-02-18T11:10:45+11:00
17/02/2020,Eastern Gas Pipeline,520047,PIPE,72.176,0,0,0,,NSW,Regional - NSW,590011,,2020-02-18T11:10:45+11:00
17/02/2020,Eastern Gas Pipeline,520047,PIPE,10.63,0,0,0,,VIC,Regional - VIC,590012,,2020-02-18T11:10:45+11:00
18/02/2020,Eastern Gas Pipeline,520047,PIPE,86.74,0,0,0,,NSW,Sydney,520008,,2020-02-21T11:01:38+11:00
18/02/2020,Eastern Gas Pipeline,520047,PIPE,4.185,0,0,0,,NSW,Canberra,520009,,2020-02-21T11:01:38+11:00
18/02/2020,Eastern Gas Pipeline,520047,PIPE,0,182.56,0,31.949,,VIC,Longford Hub,530015,,2020-02-21T11:01:38+11:00
18/02/2020,Eastern Gas Pipeline,520047,PIPE,53.531,0,0,0,,NSW,Regional - NSW,590011,,2020-02-21T11:01:38+11:00
18/02/2020,Eastern Gas Pipeline,520047,PIPE,2.639,0.001,0,0,,VIC,Regional - VIC,590012,,2020-02-21T11:01:38+11:00
19/02/2020,Eastern Gas Pipeline,520047,PIPE,77.201,0,0,0,,NSW,Sydney,520008,,2020-02-20T11:10:03+11:00
19/02/2020,Eastern Gas Pipeline,520047,PIPE,4.459,0,0,0,,NSW,Canberra,520009,,2020-02-20T11:10:03+11:00
19/02/2020,Eastern Gas Pipeline,520047,PIPE,0,175.745,0,46.662,,VIC,Longford Hub,530015,,2020-02-20T11:10:03+11:00
19/02/2020,Eastern Gas Pipeline,520047,PIPE,17.158,0,0,0,,NSW,Regional - NSW,590011,,2020-02-20T11:10:03+11:00
19/02/2020,Eastern Gas Pipeline,520047,PIPE,2.664,0,0,0,,VIC,Regional - VIC,590012,,2020-02-20T11:10:03+11:00
20/02/2020,Eastern Gas Pipeline,520047,PIPE,67.273,0,0,0,,NSW,Sydney,520008,,2020-02-24T18:09:10+11:00
20/02/2020,Eastern Gas Pipeline,520047,PIPE,4.3,0,0,0,,NSW,Canberra,520009,,2020-02-24T18:09:10+11:00
20/02/2020,Eastern Gas Pipeline,520047,PIPE,0,150.264,0,19.571,,VIC,Longford Hub,530015,,2020-02-24T18:09:10+11:00
20/02/2020,Eastern Gas Pipeline,520047,PIPE,63.637,0,0,0,,NSW,Regional - NSW,590011,,2020-02-24T18:09:10+11:00
20/02/2020,Eastern Gas Pipeline,520047,PIPE,4.352,0.006,0,0,,VIC,Regional - VIC,590012,,2020-02-24T18:09:10+11:00
21/02/2020,Eastern Gas Pipeline,520047,PIPE,54.304,0,0,0,,NSW,Sydney,520008,,2020-02-23T11:03:01+11:00
21/02/2020,Eastern Gas Pipeline,520047,PIPE,4.175,0,0,0,,NSW,Canberra,520009,,2020-02-23T11:03:01+11:00
21/02/2020,Eastern Gas Pipeline,520047,PIPE,0,155.003,0,23.983,,VIC,Longford Hub,530015,,2020-02-23T11:03:01+11:00
21/02/2020,Eastern Gas Pipeline,520047,PIPE,45.022,0,0,0,,NSW,Regional - NSW,590011,,2020-02-23T11:03:01+11:00
21/02/2020,Eastern Gas Pipeline,520047,PIPE,2.44,0,0,0,,VIC,Regional - VIC,590012,,2020-02-23T11:03:01+11:00
22/02/2020,Eastern Gas Pipeline,520047,PIPE,94.021,0,0,0,,NSW,Sydney,520008,,2020-02-24T17:08:10+11:00
22/02/2020,Eastern Gas Pipeline,520047,PIPE,3.755,0,0,0,,NSW,Canberra,520009,,2020-02-24T17:08:10+11:00
22/02/2020,Eastern Gas Pipeline,520047,PIPE,0,184.998,0,16.623,,VIC,Longford Hub,530015,,2020-02-24T17:08:10+11:00
22/02/2020,Eastern Gas Pipeline,520047,PIPE,9.645,0,0,0,,NSW,Regional - NSW,590011,,2020-02-24T17:08:10+11:00
22/02/2020,Eastern Gas Pipeline,520047,PIPE,2.157,0,0,0,,VIC,Regional - VIC,590012,,2020-02-24T17:08:10+11:00
23/02/2020,Eastern Gas Pipeline,520047,PIPE,53.351,0,0,0,,NSW,Sydney,520008,,2020-02-25T11:05:46+11:00
23/02/2020,Eastern Gas Pipeline,520047,PIPE,3.664,0,0,0,,NSW,Canberra,520009,,2020-02-25T11:05:46+11:00
23/02/2020,Eastern Gas Pipeline,520047,PIPE,0,160.01,0,13.832,,VIC,Longford Hub,530015,,2020-02-25T11:05:46+11:00
23/02/2020,Eastern Gas Pipeline,520047,PIPE,37.857,0,0,0,,NSW,Regional - NSW,590011,,2020-02-25T11:05:46+11:00
23/02/2020,Eastern Gas Pipeline,520047,PIPE,2.669,0,0,0,,VIC,Regional - VIC,590012,,2020-02-25T11:05:46+11:00
24/02/2020,Eastern Gas Pipeline,520047,PIPE,80.243,0,0,0,,NSW,Sydney,520008,,2020-02-26T11:01:57+11:00
24/02/2020,Eastern Gas Pipeline,520047,PIPE,4.295,0,0,0,,NSW,Canberra,520009,,2020-02-26T11:01:57+11:00
24/02/2020,Eastern Gas Pipeline,520047,PIPE,0,192.043,0,22.335,,VIC,Longford Hub,530015,,2020-02-26T11:01:57+11:00
24/02/2020,Eastern Gas Pipeline,520047,PIPE,62.723,0,0,0,,NSW,Regional - NSW,590011,,2020-02-26T11:01:57+11:00
24/02/2020,Eastern Gas Pipeline,520047,PIPE,3.083,0,0,0,,VIC,Regional - VIC,590012,,2020-02-26T11:01:57+11:00
25/02/2020,Eastern Gas Pipeline,520047,PIPE,113.071,0,0,0,,NSW,Sydney,520008,,2020-02-26T11:01:44+11:00
25/02/2020,Eastern Gas Pipeline,520047,PIPE,4.346,0,0,0,,NSW,Canberra,520009,,2020-02-26T11:01:44+11:00
25/02/2020,Eastern Gas Pipeline,520047,PIPE,0,207.994,0,30.316,,VIC,Longford Hub,530015,,2020-02-26T11:01:44+11:00
25/02/2020,Eastern Gas Pipeline,520047,PIPE,64.486,0,0,0,,NSW,Regional - NSW,590011,,2020-02-26T11:01:44+11:00
25/02/2020,Eastern Gas Pipeline,520047,PIPE,2.55,0,0,0,,VIC,Regional - VIC,590012,,2020-02-26T11:01:44+11:00
26/02/2020,Eastern Gas Pipeline,520047,PIPE,76.46,0,0,0,,NSW,Sydney,520008,,2020-02-27T11:06:04+11:00
26/02/2020,Eastern Gas Pipeline,520047,PIPE,4.444,0,0,0,,NSW,Canberra,520009,,2020-02-27T11:06:04+11:00
26/02/2020,Eastern Gas Pipeline,520047,PIPE,0,190,0,54.672,,VIC,Longford Hub,530015,,2020-02-27T11:06:04+11:00
26/02/2020,Eastern Gas Pipeline,520047,PIPE,39.315,0,0,0,,NSW,Regional - NSW,590011,,2020-02-27T11:06:04+11:00
26/02/2020,Eastern Gas Pipeline,520047,PIPE,2.238,0,0,0,,VIC,Regional - VIC,590012,,2020-02-27T11:06:04+11:00
01/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,83.342,0,0,0,,NSW,Sydney,520008,,2020-02-02T12:47:54+11:00
01/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,152.975,0,,SA,Moomba Hub,550017,,2020-02-02T12:47:54+11:00
01/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,111.327,0,0,2.312,,NSW,Regional - NSW,590011,,2020-02-02T12:47:54+11:00
01/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,1.764,0,0,0,,NSW,Regional - ACT,590015,,2020-02-02T12:47:54+11:00
01/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,91.255,0,,NSW,Culcairn,590016,,2020-02-02T12:47:54+11:00
02/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,62.166,0,0,0,,NSW,Sydney,520008,,2020-02-03T12:46:54+11:00
02/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,138.962,0,,SA,Moomba Hub,550017,,2020-02-03T12:46:54+11:00
02/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,22.304,0,28.028,3.567,,NSW,Regional - NSW,590011,,2020-02-03T12:46:54+11:00
02/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,2.786,0,0,0,,NSW,Regional - ACT,590015,,2020-02-03T12:46:54+11:00
02/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,68.153,0,,NSW,Culcairn,590016,,2020-02-03T12:46:54+11:00
03/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,93.44,0,0,0,,NSW,Sydney,520008,,2020-02-04T12:46:54+11:00
03/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,109.964,0,,SA,Moomba Hub,550017,,2020-02-04T12:46:54+11:00
03/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,20.789,0,0,1.131,,NSW,Regional - NSW,590011,,2020-02-04T12:46:54+11:00
03/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,3.497,0,0,0,,NSW,Regional - ACT,590015,,2020-02-04T12:46:54+11:00
03/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,21.301,0.003,,NSW,Culcairn,590016,,2020-02-04T12:46:54+11:00
04/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,98.081,0,0,0,,NSW,Sydney,520008,,2020-02-05T12:46:55+11:00
04/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,84.075,0,,SA,Moomba Hub,550017,,2020-02-05T12:46:55+11:00
04/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,22.627,0,0,1.47,,NSW,Regional - NSW,590011,,2020-02-05T12:46:55+11:00
04/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,4.194,0,0,0,,NSW,Regional - ACT,590015,,2020-02-05T12:46:55+11:00
04/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,22.184,0.004,,NSW,Culcairn,590016,,2020-02-05T12:46:55+11:00
05/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,88.126,0,0,0,,NSW,Sydney,520008,,2020-02-06T12:46:55+11:00
05/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,167.974,0,,SA,Moomba Hub,550017,,2020-02-06T12:46:55+11:00
05/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,21.624,0,0,2.677,,NSW,Regional - NSW,590011,,2020-02-06T12:46:55+11:00
05/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,3.834,0,0,0,,NSW,Regional - ACT,590015,,2020-02-06T12:46:55+11:00
05/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,21.758,0.001,,NSW,Culcairn,590016,,2020-02-06T12:46:55+11:00
06/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,83.241,0,0,0,,NSW,Sydney,520008,,2020-02-07T12:45:54+11:00
06/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,150.631,0,,SA,Moomba Hub,550017,,2020-02-07T12:45:54+11:00
06/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,23.654,0,0,4.321,,NSW,Regional - NSW,590011,,2020-02-07T12:45:54+11:00
06/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,3.989,0,0,0,,NSW,Regional - ACT,590015,,2020-02-07T12:45:54+11:00
06/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,41.293,0,,NSW,Culcairn,590016,,2020-02-07T12:45:54+11:00
07/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,67.246,0,0,0,,NSW,Sydney,520008,,2020-02-08T12:45:54+11:00
07/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,105.967,0,,SA,Moomba Hub,550017,,2020-02-08T12:45:54+11:00
07/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,20.262,0,0,3.527,,NSW,Regional - NSW,590011,,2020-02-08T12:45:54+11:00
07/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,3.447,0,0,0,,NSW,Regional - ACT,590015,,2020-02-08T12:45:54+11:00
07/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,11.789,0.001,,NSW,Culcairn,590016,,2020-02-08T12:45:54+11:00
08/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,92.482,0,0,0,,NSW,Sydney,520008,,2020-02-09T12:46:54+11:00
08/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,96.952,0,,SA,Moomba Hub,550017,,2020-02-09T12:46:54+11:00
08/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,17.558,0,0,2.107,,NSW,Regional - NSW,590011,,2020-02-09T12:46:54+11:00
08/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,3.841,0,0,0,,NSW,Regional - ACT,590015,,2020-02-09T12:46:54+11:00
08/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,67.977,0,,NSW,Culcairn,590016,,2020-02-09T12:46:54+11:00
09/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,80.725,0,0,0,,NSW,Sydney,520008,,2020-02-10T12:46:54+11:00
09/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,70.952,0,,SA,Moomba Hub,550017,,2020-02-10T12:46:54+11:00
09/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,17.577,0,0,1.542,,NSW,Regional - NSW,590011,,2020-02-10T12:46:54+11:00
09/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,5.52,0,0,0,,NSW,Regional - ACT,590015,,2020-02-10T12:46:54+11:00
09/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,37.881,0,,NSW,Culcairn,590016,,2020-02-10T12:46:54+11:00
10/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,76.128,0,0,0,,NSW,Sydney,520008,,2020-02-11T12:46:54+11:00
10/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,129.997,0,,SA,Moomba Hub,550017,,2020-02-11T12:46:54+11:00
10/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,21.528,0,0,3.878,,NSW,Regional - NSW,590011,,2020-02-11T12:46:54+11:00
10/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,4.514,0,0,0,,NSW,Regional - ACT,590015,,2020-02-11T12:46:54+11:00
10/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,38.58,0,,NSW,Culcairn,590016,,2020-02-11T12:46:54+11:00
11/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,80.874,0,0,0,,NSW,Sydney,520008,,2020-02-13T14:20:42+11:00
11/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,133.363,0,,SA,Moomba Hub,550017,,2020-02-13T14:20:42+11:00
11/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,23.678,0,0,3.229,,NSW,Regional - NSW,590011,,2020-02-13T14:20:42+11:00
11/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,4.045,0,0,0,,NSW,Regional - ACT,590015,,2020-02-13T14:20:42+11:00
11/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,15.101,0.004,,NSW,Culcairn,590016,,2020-02-13T14:20:42+11:00
12/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,93.5,0,0,0,,NSW,Sydney,520008,,2020-02-13T14:21:42+11:00
12/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,130.141,0,,SA,Moomba Hub,550017,,2020-02-13T14:21:42+11:00
12/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,20.293,0,0,3.637,,NSW,Regional - NSW,590011,,2020-02-13T14:21:42+11:00
12/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,4.017,0,0,0,,NSW,Regional - ACT,590015,,2020-02-13T14:21:42+11:00
12/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,25.32,0,,NSW,Culcairn,590016,,2020-02-13T14:21:42+11:00
13/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,132.228,0,0,0,,NSW,Sydney,520008,,2020-02-14T12:47:42+11:00
13/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,80.464,0,,SA,Moomba Hub,550017,,2020-02-14T12:47:42+11:00
13/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,54.548,0,0,2.36,,NSW,Regional - NSW,590011,,2020-02-14T12:47:42+11:00
